Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,Label
33.75,-9.36,-0.77,0.62,0.06,0.44,-1.19,26.00,1.19,41.88,-5.26,0.53,8.27,-0.13,0.00,-0.31,76.69,13.69,-0.75,-9.36,-0.77,0.62,2.25,1.19,-1.12,26.37,0.88,40.38,-9.87,-0.17,-0.02,1.31,-0.56,-0.50,34.06,-2.06,49.25,walk
33.78,-9.42,-0.78,0.58,4.81,2.50,-1.19,26.37,0.88,40.38,-5.30,0.50,8.26,-0.19,0.56,-0.56,76.69,13.69,-0.75,-9.45,-0.79,0.59,5.69,2.69,-1.44,26.37,0.88,40.38,-9.77,-0.43,-0.14,1.19,-1.12,-0.31,34.00,-2.75,50.00,walk
33.81,-9.44,-0.76,0.59,6.50,3.19,-1.81,26.37,1.56,41.88,-5.30,0.48,8.25,0.06,0.06,-0.13,74.50,14.75,-1.25,-9.48,-0.79,0.61,8.31,3.31,-2.19,26.37,1.56,41.88,-9.84,-0.17,-0.13,7.12,-0.62,-0.69,34.00,-2.75,50.00,walk
33.84,-9.50,-0.76,0.57,8.94,3.56,-2.00,26.37,1.56,41.88,-5.27,0.51,8.23,0.13,0.25,-0.06,74.50,14.75,-1.25,-9.57,-0.79,0.56,8.56,3.94,-1.81,26.37,1.56,41.88,-9.87,-0.06,-0.08,6.62,-0.62,-1.06,34.00,-2.06,49.56,walk
33.87,-9.37,-0.83,0.65,8.75,4.81,-1.81,25.25,2.25,41.56,-5.27,0.51,8.18,-0.06,0.37,-0.19,75.19,14.38,-0.75,-9.38,-0.87,0.67,10.56,5.75,-2.12,25.25,2.25,41.56,-9.88,-0.35,0.00,5.25,-0.75,-0.19,34.00,-2.06,49.56,walk
33.90,-9.51,-0.72,0.66,14.75,6.37,-2.62,25.25,2.25,41.56,-5.23,0.59,8.25,0.00,1.62,-0.75,75.19,13.25,-1.06,-9.51,-0.72,0.66,16.50,6.81,-2.44,26.37,1.19,41.56,-9.86,-0.41,0.13,8.25,-1.56,0.19,33.69,-1.69,49.75,walk
33.93,-9.64,-0.74,0.59,18.37,7.12,-1.56,26.37,1.19,41.56,-5.30,0.49,8.21,0.25,2.00,-1.25,75.19,13.25,-1.06,-9.78,-0.75,0.40,18.00,5.81,-1.50,26.37,1.19,41.56,-9.81,-0.16,0.14,13.69,-1.50,0.37,34.38,-1.69,50.00,walk
33.96,-9.67,-0.73,0.37,17.25,4.62,-1.44,26.37,1.19,41.56,-5.31,0.50,8.27,-0.06,1.50,-1.12,74.50,14.00,-1.69,-9.40,-0.66,0.46,16.81,3.62,-2.25,26.00,2.69,41.56,-9.83,-0.12,0.09,15.44,-2.31,-0.25,34.38,-1.69,50.00,walk
33.99,-9.41,-0.68,0.57,17.06,5.62,-2.37,26.00,2.69,41.56,-5.34,0.45,8.23,0.25,1.25,-0.81,74.50,14.00,-1.69,-9.42,-0.67,0.67,17.62,6.56,-2.56,26.00,2.69,41.56,-9.76,-0.03,-0.02,14.44,-3.44,-0.06,34.00,-1.00,49.19,walk
34.02,-9.47,-0.65,0.57,18.19,7.50,-2.69,26.00,4.19,42.38,-5.40,0.43,8.15,0.69,0.44,-0.06,74.75,14.38,-1.56,-9.41,-0.64,0.26,17.19,7.50,-3.44,26.00,4.19,42.38,-9.63,-0.11,-0.24,11.06,-1.87,-0.50,34.00,-1.00,49.19,walk
34.05,-9.39,-0.65,0.27,14.81,6.75,-4.56,26.00,4.19,42.38,-5.33,0.50,8.23,0.31,0.37,0.19,74.75,14.38,-0.37,-9.39,-0.61,0.23,14.00,7.19,-4.56,25.25,3.75,42.38,-9.80,-0.04,-0.06,6.69,0.44,-0.81,35.06,0.06,49.75,walk
34.08,-9.49,-0.67,0.32,14.38,7.25,-4.69,25.25,3.75,42.38,-5.27,0.54,8.17,0.25,0.44,-0.13,74.75,14.38,-0.37,-9.51,-0.61,0.32,14.25,7.31,-4.44,25.25,3.75,42.38,-9.88,-0.15,-0.12,4.19,0.37,-0.94,34.00,0.88,49.56,walk
34.11,-9.50,-0.57,0.49,13.38,7.44,-4.31,24.87,6.06,43.06,-5.33,0.55,8.25,0.69,1.19,-0.69,75.19,14.00,0.00,-9.48,-0.57,0.46,12.63,8.13,-4.56,24.87,6.06,43.06,-9.89,-0.05,0.02,4.00,1.12,-0.56,34.00,0.88,49.56,walk
34.14,-9.57,-0.63,0.37,13.00,10.56,-4.50,24.87,6.06,43.06,-5.41,0.38,8.20,1.00,0.81,-0.75,75.19,14.00,0.00,-9.62,-0.72,0.22,14.31,9.88,-4.44,24.87,6.06,43.06,-9.65,-0.18,-0.12,8.50,0.56,-0.13,34.38,0.50,48.75,walk
34.17,-9.67,-0.83,-0.02,15.63,8.44,-4.31,25.00,6.50,42.69,-5.36,0.48,8.17,0.81,-0.81,0.50,74.06,14.38,-1.56,-9.44,-0.82,-0.13,15.63,5.69,-3.37,25.00,6.50,42.69,-9.62,-0.02,0.15,7.56,1.44,-1.75,34.38,0.50,48.75,walk
34.20,-9.34,-0.79,-0.03,11.31,5.37,-3.12,25.00,6.50,42.69,-5.36,0.45,8.18,-0.13,-0.75,0.56,75.19,14.38,-0.75,-9.27,-0.70,0.08,8.25,6.44,-3.69,24.56,6.50,43.19,-9.68,0.10,0.09,5.94,0.75,-1.12,34.00,0.88,49.19,walk
34.23,-9.29,-0.40,0.30,4.31,9.00,-5.06,24.56,6.50,43.19,-5.23,0.60,8.24,0.00,-1.06,0.94,75.19,14.38,-0.75,-9.40,-0.33,0.30,4.44,9.44,-5.25,24.56,6.50,43.19,-9.98,0.12,0.09,-1.37,1.00,-2.62,34.00,0.88,49.19,walk
34.26,-9.67,-0.32,0.22,4.12,9.31,-4.44,25.75,6.50,42.75,-5.34,0.49,8.22,-0.31,-0.50,0.00,74.87,13.69,-1.69,-9.63,-0.33,0.17,2.81,9.19,-4.50,25.75,6.50,42.75,-9.66,0.00,-0.23,-4.56,2.25,-2.06,33.69,1.19,49.69,walk
34.29,-9.39,-0.40,0.01,0.62,8.75,-6.19,25.75,6.50,42.75,-5.37,0.39,8.17,-0.81,-1.81,1.06,74.87,13.69,-1.69,-9.35,-0.38,0.00,-0.50,8.81,-7.00,25.75,6.50,42.75,-9.59,-0.10,-0.16,-5.00,4.87,-3.25,33.69,1.50,49.56,walk
34.32,-9.34,-0.29,0.19,-1.12,8.69,-7.50,23.19,7.19,42.69,-5.33,0.50,8.18,-1.06,-2.56,1.44,75.19,14.38,-0.37,-9.42,-0.23,0.21,-4.00,10.50,-7.81,23.19,7.19,42.69,-9.66,0.05,0.06,-7.06,6.81,-4.87,33.69,1.50,49.56,walk
34.35,-9.49,-0.24,0.25,-8.56,13.31,-8.50,23.19,7.19,42.69,-5.32,0.50,8.26,-1.12,-2.81,1.94,74.87,14.00,-0.37,-9.61,-0.26,0.26,-10.38,13.25,-9.19,24.00,7.19,43.19,-9.84,0.30,0.07,-9.31,7.87,-5.81,33.69,1.19,49.25,walk
34.38,-9.61,-0.23,0.21,-12.44,10.75,-11.50,24.00,7.19,43.19,-5.32,0.43,8.24,-0.56,-2.56,2.00,74.87,14.00,-0.37,-9.55,-0.27,0.17,-13.81,9.88,-12.75,24.00,7.19,43.19,-9.78,0.13,0.02,-9.19,8.00,-5.75,33.25,0.88,49.38,walk
34.41,-9.43,-0.40,0.34,-13.25,9.50,-13.25,23.56,6.75,44.38,-5.35,0.37,8.30,2.44,-3.56,2.94,74.87,14.00,-1.69,-9.27,-0.51,0.44,-11.75,9.50,-12.81,23.56,6.75,44.38,-9.70,-0.20,0.67,-9.38,6.06,-6.87,33.25,0.88,49.38,walk
34.44,-8.99,-0.69,0.20,-7.75,12.25,-9.81,23.56,6.75,44.38,-5.32,0.45,8.39,2.87,-4.37,4.12,74.87,14.00,-1.69,-8.98,-0.76,-0.03,-3.44,14.44,-7.19,23.56,6.75,44.38,-9.84,-0.18,1.96,-10.94,1.00,-7.00,33.25,1.50,51.25,walk
34.47,-9.35,-0.97,-0.53,4.06,13.88,-3.06,22.50,7.50,44.38,-4.95,0.92,8.11,4.00,-5.06,4.12,74.75,14.00,-0.37,-9.43,-1.01,-0.42,4.37,11.63,-2.69,22.50,7.50,44.38,-9.79,-0.11,2.82,-8.44,-8.75,-4.81,33.25,1.50,51.25,walk
34.50,-9.50,-1.04,0.00,2.75,7.56,-2.94,22.50,7.50,44.38,-4.69,0.98,8.32,1.69,2.75,-2.94,76.00,13.69,-1.56,-9.41,-1.13,0.00,4.06,5.69,-3.19,22.87,7.87,44.38,-9.80,-0.28,3.92,-9.25,-23.25,-2.62,33.00,0.88,49.25,walk
34.53,-9.01,-1.46,-0.23,8.88,6.81,-2.25,22.87,7.87,44.38,-4.85,0.94,8.67,3.56,8.88,-7.25,76.00,13.69,-1.56,-8.77,-1.74,-0.34,10.25,8.75,-0.88,22.87,7.87,44.38,-10.16,-0.70,4.56,-2.56,-39.31,-2.00,33.25,-0.25,49.69,walk
34.56,-8.63,-1.89,-0.28,15.88,11.75,2.44,21.50,6.50,44.69,-4.65,1.99,9.05,13.00,13.25,-10.88,75.25,14.00,-1.25,-8.65,-2.21,0.00,21.25,12.50,2.56,21.50,6.50,44.69,-10.81,-0.88,3.43,31.62,-48.25,-2.19,33.25,-0.25,49.69,walk
34.59,-8.78,-2.34,-0.02,31.19,17.75,1.12,21.50,6.50,44.69,-4.73,2.07,10.00,28.31,42.31,-34.81,75.25,14.00,-1.25,-9.39,-2.49,0.01,32.06,21.19,-0.25,21.50,6.50,44.69,-13.29,-1.07,2.12,35.06,-58.75,-2.75,35.06,1.19,47.69,walk
34.62,-11.23,-2.10,0.08,23.56,23.00,-2.62,21.87,8.25,44.69,-4.44,0.71,9.75,7.69,103.06,-56.88,74.06,13.69,-0.37,-11.94,-1.35,0.05,18.12,18.37,-2.94,21.87,8.25,44.69,-13.19,-0.35,2.14,11.19,-85.69,-1.37,35.06,1.19,47.69,walk
34.65,-11.50,-0.69,0.09,16.06,-0.88,-4.87,21.87,8.25,44.69,-7.53,0.00,10.08,-2.75,130.62,-101.69,74.50,15.19,2.69,-10.63,-0.36,0.43,14.88,-8.13,-6.25,21.87,9.00,45.69,-10.45,-1.94,0.98,-48.13,-116.44,-0.88,38.38,1.87,46.88,walk
34.68,-10.17,-0.29,0.73,2.87,-8.81,-8.63,21.87,9.00,45.69,0.51,8.20,12.29,50.50,107.37,-120.37,74.50,15.19,2.69,-9.30,-0.58,1.65,-5.69,-5.31,-9.69,21.87,9.00,45.69,-8.07,-1.07,0.30,28.25,-76.37,-10.00,42.38,0.88,42.56,walk
34.72,-9.15,-1.01,1.68,-16.75,2.31,-11.31,22.37,9.38,45.56,1.82,6.77,9.76,18.69,-8.63,-101.00,73.00,18.87,10.38,-9.18,-1.28,1.47,-16.31,5.06,-12.00,22.37,9.38,45.56,-9.54,0.69,0.76,23.75,-49.75,-11.44,42.38,0.88,42.56,walk
34.75,-9.26,-2.18,0.26,-2.12,6.12,-13.88,22.37,9.38,45.56,1.27,5.98,9.22,35.25,-37.88,-3.69,68.37,23.25,13.25,-8.66,-2.65,-0.36,1.06,4.62,-14.00,20.87,9.25,45.56,-8.00,0.81,1.78,-2.94,-48.50,-3.44,47.50,2.25,38.06,walk
34.78,-8.48,-2.70,-0.41,6.56,1.44,-12.75,20.87,9.25,45.56,-1.37,3.16,11.02,22.56,-44.38,48.06,68.37,23.25,13.25,-8.58,-2.70,-0.26,7.50,1.50,-11.31,20.87,9.25,45.56,-8.30,0.95,2.37,-30.56,-35.81,-3.62,47.50,2.25,38.06,walk
34.81,-8.98,-2.68,0.22,6.25,2.31,-9.25,22.06,9.25,45.56,-4.36,1.67,12.74,30.25,-73.12,76.00,69.19,22.69,15.19,-9.18,-2.70,0.45,4.19,1.69,-8.44,22.06,9.25,45.56,-8.27,0.36,2.36,-59.63,-40.00,-3.12,48.69,2.25,36.69,walk
34.85,-9.28,-2.44,0.53,3.56,-2.25,-6.31,22.06,9.25,45.56,-4.04,0.74,10.80,36.31,-119.44,74.81,69.19,22.69,15.19,-9.33,-2.30,0.54,4.75,-3.94,-5.06,22.06,9.25,45.56,-7.91,-0.78,2.86,-69.37,-36.50,-2.87,51.56,2.69,33.69,walk
34.87,-9.38,-2.14,0.50,5.00,-5.31,-3.69,20.19,10.00,45.88,-4.09,1.09,9.72,36.00,-124.50,60.63,75.75,20.06,16.75,-9.33,-1.88,0.45,2.44,-6.75,-1.37,20.19,10.00,45.88,-7.80,-1.45,3.11,-52.94,-30.31,-1.56,51.56,2.69,33.69,walk
34.90,-9.22,-1.81,0.68,-2.81,-7.75,0.06,20.19,10.00,45.88,-4.46,1.08,8.93,31.25,-103.31,50.19,89.56,17.69,3.50,-9.29,-1.82,0.76,-3.50,-8.19,0.88,22.06,11.19,44.69,-7.14,-2.46,3.39,9.50,-17.25,4.75,52.69,1.19,32.75,walk
34.94,-9.33,-1.91,1.04,-2.62,-9.38,2.69,22.06,11.19,44.69,-8.33,1.60,10.59,25.87,-72.31,50.69,89.56,17.69,3.50,-9.22,-1.90,1.31,-3.56,-8.56,3.75,22.06,11.19,44.69,-7.11,-2.01,3.75,53.25,6.44,8.81,52.75,0.00,31.00,walk
34.97,-9.10,-1.75,1.45,-7.56,-8.00,5.50,23.25,10.00,45.06,-9.76,-1.02,9.94,16.00,-97.06,63.81,92.50,11.69,-18.00,-8.94,-1.66,1.26,-11.75,-6.44,6.81,23.25,10.00,45.06,-6.75,-0.80,4.81,72.06,17.75,13.50,52.75,0.00,31.00,walk
35.01,-9.09,-1.92,1.17,-11.69,-0.75,6.50,23.25,10.00,45.06,-8.16,-2.60,5.72,35.50,-114.00,54.00,84.06,4.69,-31.37,-9.09,-1.92,1.17,-12.00,2.31,6.37,23.56,10.75,44.38,-9.06,0.53,5.31,41.19,26.50,19.94,54.56,0.37,31.37,walk
35.03,-9.77,-2.31,1.21,-16.56,3.81,6.31,23.56,10.75,44.38,-8.55,-1.53,3.68,25.25,-84.81,3.56,84.06,4.69,-31.37,-10.21,-2.69,1.08,-18.00,3.75,6.56,23.56,10.75,44.38,-9.49,-0.08,5.29,-5.94,23.75,19.00,53.50,2.19,30.25,walk
35.07,-10.82,-3.09,1.12,-17.56,2.31,7.00,24.75,8.88,43.56,-10.36,-0.41,3.02,13.00,-41.38,-9.25,73.19,0.88,-40.19,-11.02,-3.17,1.23,-16.75,0.50,7.50,24.75,8.88,43.56,-10.63,-2.04,6.42,-31.56,7.00,13.56,53.50,2.19,30.25,walk
35.10,-11.20,-3.20,1.61,-14.19,-7.37,7.62,24.75,8.88,43.56,-8.97,-0.58,3.59,-2.50,-10.31,13.69,73.19,0.88,-40.19,-11.03,-3.18,1.78,-12.75,-11.44,7.37,24.75,8.88,43.56,-7.96,-1.42,4.52,-14.06,1.94,13.56,55.06,1.75,31.50,walk
35.13,-10.26,-2.78,2.22,-11.88,-15.06,6.87,24.00,9.69,43.56,-1.94,-2.68,4.15,-74.12,120.37,-1.25,65.00,0.25,-42.69,-10.06,-2.62,2.42,-13.50,-12.75,5.31,24.00,9.69,43.56,-9.09,0.15,3.20,-15.25,30.12,10.94,55.06,1.75,31.50,walk
35.16,-9.99,-2.21,2.51,-13.69,-9.25,4.12,24.00,9.69,43.56,-2.37,-1.02,14.38,-58.63,128.62,-3.87,63.06,1.06,-42.25,-10.10,-2.20,2.38,-14.56,-5.81,3.31,25.37,8.50,42.69,-10.45,-2.82,1.19,-68.37,36.63,13.06,54.25,-0.69,30.75,walk
35.19,-10.67,-2.67,1.51,-13.69,1.37,1.25,25.37,8.50,42.69,-9.13,5.23,10.62,-30.06,141.94,-35.94,63.06,1.06,-42.25,-10.55,-3.32,0.18,-1.50,0.19,-2.50,25.37,8.50,42.69,-13.78,-1.82,6.31,-17.62,40.75,1.62,55.38,-1.37,32.06,walk
35.22,-10.52,-3.67,-0.67,3.31,1.81,-3.00,26.87,8.50,43.06,-7.62,-1.28,10.34,-75.56,56.00,-35.88,66.56,3.25,-37.50,-10.81,-3.96,-1.85,10.19,2.75,-2.69,26.87,8.50,43.06,-7.23,-0.11,-2.19,-44.38,-4.81,25.94,55.38,-1.37,32.06,walk
35.26,-10.48,-3.00,-2.44,37.38,-16.81,-3.62,26.87,8.50,43.06,-5.92,0.12,9.08,-34.63,41.75,-25.50,65.87,6.25,-31.06,-9.09,-1.30,-2.71,33.44,-19.12,-3.06,27.75,7.75,42.69,-8.78,-1.79,-0.96,43.81,24.37,20.56,54.69,-2.50,31.69,walk
35.29,-8.05,1.11,-2.79,6.69,-2.37,0.62,27.75,7.75,42.69,-6.01,-0.19,8.95,-16.37,21.37,-16.87,65.87,6.25,-31.06,-8.06,1.95,-1.81,-5.12,6.50,2.06,27.75,7.75,42.69,-10.14,3.19,-0.92,64.37,62.75,11.00,55.00,-4.37,31.19,walk
35.32,-8.62,1.68,-1.01,-9.88,14.75,4.00,28.87,9.69,41.19,-5.12,0.42,8.57,-3.87,5.44,-5.75,67.50,10.69,-28.06,-9.44,0.50,-0.94,-8.75,12.19,3.87,28.87,9.69,41.19,-9.98,2.37,0.08,14.44,53.81,1.50,55.00,-4.37,31.19,walk
35.35,-9.95,-1.01,-1.00,4.19,9.06,2.50,28.87,9.69,41.19,-5.07,0.75,8.58,-2.25,0.94,-5.12,67.06,10.56,-28.19,-10.32,-2.60,-1.24,29.06,12.88,5.25,28.50,8.88,40.75,-9.18,-0.24,0.29,-3.75,59.06,4.25,54.56,-2.56,33.19,walk
35.39,-10.25,-2.59,-1.45,33.63,11.56,11.56,28.50,8.88,40.75,-4.79,0.36,8.47,-4.12,0.94,-6.44,67.06,10.56,-28.19,-9.71,-1.73,-1.44,28.25,7.12,14.00,28.50,8.88,40.75,-8.99,0.02,0.47,34.00,66.62,3.69,54.56,-2.56,33.19,walk
35.42,-8.80,-0.70,-0.87,15.44,0.31,13.38,28.87,9.25,40.00,-4.79,0.53,8.52,-3.44,1.12,-6.25,67.37,10.50,-28.50,-8.51,-0.28,-0.48,12.81,0.00,12.00,28.87,9.25,40.00,-9.41,0.74,0.61,45.25,66.69,-0.50,53.19,-2.06,34.25,walk
35.45,-8.10,0.04,0.33,12.25,3.87,8.81,28.87,9.25,40.00,-5.09,0.57,8.29,-2.25,4.75,-6.06,67.87,10.75,-28.69,-8.02,-0.01,0.45,11.00,5.56,7.00,28.87,9.25,40.00,-9.14,0.89,0.55,24.06,60.50,-4.56,51.19,-1.25,36.25,walk
35.48,-7.79,-0.40,0.21,10.88,9.25,3.37,28.87,10.75,38.50,-4.99,0.23,8.15,0.94,5.19,-3.75,67.87,10.75,-28.69,-7.82,-0.54,0.07,11.44,11.44,2.50,28.87,10.75,38.50,-9.36,0.60,0.90,10.44,62.81,-1.06,51.19,-1.25,36.25,walk
35.51,-8.10,-0.85,-0.13,9.13,15.13,2.87,29.50,9.69,38.75,-4.79,0.60,8.49,4.87,7.25,-1.44,66.69,10.38,-27.19,-8.07,-0.79,-0.15,6.06,15.19,3.00,29.50,9.69,38.75,-9.33,-0.24,1.46,-0.50,59.19,-0.50,49.00,0.06,38.56,walk
35.54,-8.19,-0.63,-0.18,-2.25,14.00,0.62,29.50,9.69,38.75,-4.83,0.67,8.39,3.50,12.88,-3.75,66.69,10.38,-27.19,-8.41,-0.62,-0.22,-5.44,14.13,-2.19,29.50,9.69,38.75,-9.56,0.09,1.43,7.75,52.63,-0.44,47.75,0.19,39.88,walk
35.57,-8.59,-0.80,-0.15,-4.94,13.19,-2.44,29.19,10.06,39.25,-5.09,0.80,8.23,3.50,23.81,-6.12,67.75,11.06,-27.19,-8.54,-1.08,-0.02,2.94,9.31,-2.12,29.19,10.06,39.25,-9.12,-0.29,0.75,17.81,46.13,2.62,47.75,0.19,39.88,walk
35.60,-8.64,-1.15,0.06,7.37,7.12,-2.56,29.19,10.06,39.25,-5.92,0.40,7.78,3.06,24.44,-8.81,68.19,10.38,-26.06,-8.79,-0.92,0.22,11.69,5.00,-3.56,29.06,10.50,38.75,-9.24,0.40,0.11,24.87,46.81,2.37,46.50,1.00,40.88,walk
35.63,-9.11,-0.64,0.33,14.31,3.37,-4.87,29.06,10.50,38.75,-5.38,0.68,8.37,6.50,15.56,-7.56,68.19,10.38,-26.06,-9.46,-0.33,0.55,10.94,2.00,-2.50,29.06,10.50,38.75,-9.91,0.78,0.27,47.75,47.81,-3.31,46.50,1.00,40.88,walk
35.67,-9.77,-0.27,0.84,8.56,3.00,0.50,29.25,10.88,38.38,-4.90,1.11,8.47,5.12,13.25,-12.88,67.75,11.88,-25.69,-10.14,-0.92,0.45,9.50,3.25,1.62,29.25,10.88,38.38,-10.40,-0.10,0.99,66.12,49.06,-1.62,44.56,2.06,41.88,walk
35.69,-10.35,-1.08,0.22,9.75,5.06,2.06,29.25,10.88,38.38,-3.04,-0.26,10.05,9.75,21.87,-20.31,67.75,11.88,-25.69,-10.56,-1.10,0.14,10.81,4.94,0.75,29.25,10.88,38.38,-11.12,-0.52,1.97,74.06,40.81,-7.37,41.88,3.87,42.50,walk
35.73,-11.15,-0.66,0.42,13.69,-1.75,0.37,28.87,12.00,37.56,-5.33,1.57,8.63,17.50,61.38,-24.94,68.56,12.50,-24.37,-11.54,-0.29,0.82,14.00,-4.50,2.50,28.87,12.00,37.56,-10.68,-0.16,2.15,80.94,27.69,-13.38,41.88,3.87,42.50,walk
35.76,-11.68,-0.15,1.35,14.94,-13.56,8.75,28.87,12.00,37.56,-4.53,1.95,9.76,-28.00,106.75,-42.25,68.87,12.88,-25.06,-11.58,-0.20,1.52,18.06,-17.37,10.81,30.56,11.38,36.38,-12.07,1.38,3.10,90.19,29.25,-15.25,41.38,7.69,43.56,walk
35.78,-11.43,-0.29,1.86,25.00,-15.75,11.88,30.56,11.38,36.38,-4.52,1.65,10.42,-66.00,151.62,-72.75,68.87,12.88,-25.06,-11.61,-0.22,1.36,34.38,-10.50,12.56,30.56,11.38,36.38,-12.61,0.98,7.85,45.88,8.00,-15.69,41.38,7.69,43.56,walk
35.82,-11.00,-0.16,-1.49,31.50,-1.87,14.69,29.69,11.69,34.38,-3.02,3.73,12.47,-92.62,238.12,-129.94,69.56,15.19,-17.50,-10.63,-0.57,-2.85,24.37,4.62,14.06,29.69,11.69,34.38,-13.61,-1.43,6.11,56.81,-94.56,-32.63,40.50,10.69,40.69,walk
35.85,-8.75,-1.70,-5.86,12.00,10.88,12.25,29.69,11.69,34.38,-11.69,-2.71,15.89,-89.06,442.19,-166.87,68.06,20.75,-5.25,-8.55,-2.35,-5.65,1.44,6.75,15.06,30.06,12.56,33.56,-14.02,0.73,-0.50,31.31,-143.62,-8.69,40.00,13.38,38.00,walk
35.88,-8.76,-2.61,-4.74,16.31,-10.94,16.62,30.06,12.56,33.56,-11.88,3.53,15.20,-94.44,499.31,-182.19,68.06,20.75,-5.25,-9.38,-3.13,-3.12,15.56,-16.00,15.50,30.06,12.56,33.56,-15.46,0.24,-5.96,95.06,-157.12,26.56,40.00,13.38,38.00,walk
